"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 00:00","2022","02","01","00:00","-7.0","","-11.6","","70","","0.0","","13","","5","","","","99.51","","","","-10","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 01:00","2022","02","01","01:00","-6.8","","-10.9","","73","","0.0","","14","","10","","","","99.55","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 02:00","2022","02","01","02:00","-9.6","","-12.5","","79","","0.0","","12","","9","","","","99.58","","","","-14","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 03:00","2022","02","01","03:00","-8.9","","-11.7","","80","","0.0","","12","","11","","","","99.57","","","","-14","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 04:00","2022","02","01","04:00","-9.5","","-11.6","","84","","0.0","","12","","10","","","","99.58","","","","-15","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 05:00","2022","02","01","05:00","-9.2","","-10.7","","89","","0.0","","12","","9","","","","99.54","","","","-14","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 06:00","2022","02","01","06:00","-8.4","","-10.3","","86","","0.0","","14","","11","","","","99.48","","","","-14","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 07:00","2022","02","01","07:00","-9.1","","-10.1","","92","","0.0","","13","","3","","","","99.51","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 08:00","2022","02","01","08:00","-10.0","","-12.1","","85","","0.0","","13","","10","","","","99.47","","","","-15","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 09:00","2022","02","01","09:00","-8.8","","-10.9","","85","","0.0","","13","","8","","","","99.47","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 10:00","2022","02","01","10:00","-8.9","","-10.7","","86","","0.0","","12","","13","","","","99.39","","","","-15","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 11:00","2022","02","01","11:00","-8.3","","-10.4","","85","","0.0","","13","","13","","","","99.37","","","","-14","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 12:00","2022","02","01","12:00","-7.3","","-9.7","","83","","0.0","","14","","11","","","","99.36","","","","-12","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 13:00","2022","02","01","13:00","-7.0","","-9.5","","83","","0.0","","14","","15","","","","99.35","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 14:00","2022","02","01","14:00","-5.0","","-8.3","","78","","0.0","","15","","18","","","","99.21","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 15:00","2022","02","01","15:00","-3.6","","-8.1","","71","","0.0","","17","","20","","","","99.18","","","","-10","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 16:00","2022","02","01","16:00","-2.3","","-7.3","","68","","0.0","","16","","19","","","","99.09","","","","-8","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 17:00","2022","02","01","17:00","-0.8","","-6.7","","64","","0.0","","17","","24","","","","98.99","","","","-7","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 18:00","2022","02","01","18:00","0.1","","-6.1","","63","","0.0","","16","","22","","","","98.93","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 19:00","2022","02","01","19:00","0.3","","-5.7","","64","","0.0","","16","","22","","","","98.86","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 20:00","2022","02","01","20:00","0.8","","-5.4","","63","","0.0","","16","","22","","","","98.80","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 21:00","2022","02","01","21:00","1.4","","-5.5","","60","","0.0","","17","","24","","","","98.75","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 22:00","2022","02","01","22:00","1.5","","-5.6","","59","","0.0","","16","","27","","","","98.67","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-01 23:00","2022","02","01","23:00","1.4","","-5.5","","60","","0.0","","18","","24","","","","98.67","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 00:00","2022","02","02","00:00","1.5","","-4.8","","63","","0.0","","18","","26","","","","98.65","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 01:00","2022","02","02","01:00","2.4","","-5.0","","58","","0.0","","17","","24","","","","98.60","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 02:00","2022","02","02","02:00","2.6","","-4.3","","60","","0.0","","18","","21","","","","98.64","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 03:00","2022","02","02","03:00","2.9","","-3.8","","61","","0.0","","18","","23","","","","98.64","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 04:00","2022","02","02","04:00","3.1","","-3.6","","61","","0.0","","18","","12","","","","98.71","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 05:00","2022","02","02","05:00","3.5","","-3.0","","63","","0.0","","19","","8","","","","98.74","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 06:00","2022","02","02","06:00","3.6","","-2.7","","63","","0.0","","19","","7","","","","98.76","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 07:00","2022","02","02","07:00","3.8","","-2.6","","63","","0.0","","19","","10","","","","98.77","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 08:00","2022","02","02","08:00","2.9","","-1.8","","71","","0.0","","18","","12","","","","98.82","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 09:00","2022","02","02","09:00","2.6","","-1.4","","75","","0.0","","18","","10","","","","98.83","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 10:00","2022","02","02","10:00","2.4","","-1.3","","76","","0.0","","18","","9","","","","98.83","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 11:00","2022","02","02","11:00","2.4","","-1.2","","77","","0.0","","18","","10","","","","98.83","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 12:00","2022","02","02","12:00","1.7","","-1.0","","82","","0.1","","19","","9","","","","98.89","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 13:00","2022","02","02","13:00","1.1","","-0.6","","89","","0.7","","18","","8","","","","98.95","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 14:00","2022","02","02","14:00","0.6","","-0.1","","95","","0.7","","18","","8","","","","99.01","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 15:00","2022","02","02","15:00","0.6","","0.0","","95","","0.5","","16","","7","","","","98.96","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 16:00","2022","02","02","16:00","0.6","","0.0","","96","","1.1","","17","","5","","","","98.96","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 17:00","2022","02","02","17:00","0.4","","-0.1","","96","","0.8","","19","","10","","","","98.98","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 18:00","2022","02","02","18:00","0.2","","-0.1","","97","","1.6","","24","","7","","","","98.98","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 19:00","2022","02","02","19:00","-0.2","","-0.6","","97","","2.5","","34","","11","","","","98.85","","","","-4","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 20:00","2022","02","02","20:00","-0.6","","-1.1","","96","","1.1","","35","","14","","","","98.87","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 21:00","2022","02","02","21:00","-0.8","","-1.3","","97","","0.7","","34","","14","","","","98.89","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 22:00","2022","02","02","22:00","-1.6","","-2.0","","97","","1.0","","33","","11","","","","98.97","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-02 23:00","2022","02","02","23:00","-2.5","","-3.1","","96","","2.8","","33","","17","","","","99.05","","","","-8","","NA"
"-79.78","44.23","EGBERT CS","611E001","2022-02-03 00:00","2022","02","03","00:00","-2.9","","-3.6","","95","","0.3","","34","","16","","","","99.05","","","","-8","","NA"
