"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 00:00","2012","12","01","00:00","-7.6","","-9.3","","88","","","","9","","13","","","M","99.86","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 01:00","2012","12","01","01:00","-7.4","","-9.5","","85","","","","9","","13","","","M","99.90","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 02:00","2012","12","01","02:00","-7.1","","-9.0","","86","","","","11","","11","","","M","99.85","","","","-12","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 03:00","2012","12","01","03:00","-7.0","","-8.8","","87","","","","9","","13","","","M","99.83","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 04:00","2012","12","01","04:00","-6.6","","-8.5","","86","","","","8","","7","","","M","99.86","","","","-10","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 05:00","2012","12","01","05:00","-6.8","","-8.6","","87","","","","8","","9","","","M","99.76","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 06:00","2012","12","01","06:00","-7.0","","-8.9","","86","","","","9","","13","","","M","99.72","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 07:00","2012","12","01","07:00","-7.0","","-9.3","","84","","","","7","","9","","","M","99.78","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 08:00","2012","12","01","08:00","-6.7","","-9.5","","80","","","","10","","13","","","M","99.78","","","","-12","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 09:00","2012","12","01","09:00","-6.3","","-9.3","","79","","","","9","","11","","","M","99.77","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 10:00","2012","12","01","10:00","-6.2","","-9.3","","79","","","","8","","11","","","M","99.79","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 11:00","2012","12","01","11:00","-6.2","","-8.9","","81","","","","9","","11","","","M","99.81","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 12:00","2012","12","01","12:00","-6.4","","-8.2","","87","","","","11","","15","","","M","99.76","","","","-12","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 13:00","2012","12","01","13:00","-6.5","","-7.6","","92","","","","11","","19","","","M","99.73","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 14:00","2012","12","01","14:00","-6.2","","-7.3","","92","","","","11","","11","","","M","99.72","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 15:00","2012","12","01","15:00","-5.3","","-6.6","","91","","","","13","","13","","","M","99.66","","","","-10","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 16:00","2012","12","01","16:00","-4.3","","-5.7","","90","","","","14","","6","","","M","99.69","","","","-7","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 17:00","2012","12","01","17:00","-3.2","","-4.8","","89","","","","13","","11","","","M","99.52","","","","-7","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 18:00","2012","12","01","18:00","-1.4","","-3.0","","89","","","","15","","13","","","M","99.42","","","","-6","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 19:00","2012","12","01","19:00","-1.0","","-2.4","","90","","","","14","","15","","","M","99.41","","","","-6","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 20:00","2012","12","01","20:00","-0.6","","-1.8","","92","","","","15","","13","","","M","99.35","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 21:00","2012","12","01","21:00","-0.5","","-1.7","","92","","","","15","","13","","","M","99.30","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 22:00","2012","12","01","22:00","-0.5","","-1.8","","91","","","","15","","13","","","M","99.25","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-01 23:00","2012","12","01","23:00","-0.4","","-1.7","","91","","","","15","","11","","","M","99.24","","","","-4","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 00:00","2012","12","02","00:00","-0.3","","-1.6","","91","","","","15","","11","","","M","99.16","","","","-4","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 01:00","2012","12","02","01:00","-0.3","","-1.4","","92","","","","14","","7","","","M","99.09","","","","-3","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 02:00","2012","12","02","02:00","-0.4","","-1.1","","95","","","","16","","7","","","M","99.02","","","","-3","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 03:00","2012","12","02","03:00","0.7","","-0.2","","94","","","","15","","6","","","M","98.97","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 04:00","2012","12","02","04:00","0.9","","0.1","","94","","","","15","","9","","","M","98.85","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 05:00","2012","12","02","05:00","1.3","","0.5","","94","","","","17","","9","","","M","98.80","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 06:00","2012","12","02","06:00","2.4","","1.4","","93","","","","16","","11","","","M","98.67","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 07:00","2012","12","02","07:00","4.0","","2.5","","90","","","","20","","17","","","M","98.61","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 08:00","2012","12","02","08:00","4.5","","3.5","","93","","","","18","","22","","","M","98.56","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 09:00","2012","12","02","09:00","5.4","","4.6","","95","","","","17","","15","","","M","98.46","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 10:00","2012","12","02","10:00","6.1","","5.4","","95","","","","17","","13","","","M","98.37","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 11:00","2012","12","02","11:00","7.0","","6.3","","95","","","","17","","15","","","M","98.30","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 12:00","2012","12","02","12:00","7.9","","7.2","","95","","","","18","","13","","","M","98.26","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 13:00","2012","12","02","13:00","8.5","","7.8","","95","","","","19","","11","","","M","98.24","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 14:00","2012","12","02","14:00","9.5","","8.2","","92","","","","20","","20","","","M","98.21","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 15:00","2012","12","02","15:00","9.3","","8.4","","94","","","","19","","19","","","M","98.18","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 16:00","2012","12","02","16:00","9.4","","8.7","","95","","","","18","","11","","","M","98.14","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 17:00","2012","12","02","17:00","9.9","","8.9","","93","","","","21","","11","","","M","98.07","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 18:00","2012","12","02","18:00","10.3","","9.2","","93","","","","20","","11","","","M","98.00","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 19:00","2012","12","02","19:00","10.6","","9.3","","92","","","","23","","7","","","M","98.01","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 20:00","2012","12","02","20:00","10.6","","9.4","","92","","","","22","","9","","","M","98.02","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 21:00","2012","12","02","21:00","10.4","","9.5","","94","","","","26","","9","","","M","98.08","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 22:00","2012","12","02","22:00","7.8","","7.2","","96","","","","32","","17","","","M","98.21","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-02 23:00","2012","12","02","23:00","7.3","","6.4","","94","","","","31","","13","","","M","98.38","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 00:00","2012","12","03","00:00","7.1","","5.1","","87","","","","29","","7","","","M","98.50","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 01:00","2012","12","03","01:00","6.9","","3.9","","81","","","","27","","11","","","M","98.55","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 02:00","2012","12","03","02:00","6.6","","3.7","","82","","","","31","","6","","","M","98.63","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 03:00","2012","12","03","03:00","6.3","","4.1","","86","","","","31","","7","","","M","98.69","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 04:00","2012","12","03","04:00","6.2","","4.3","","88","","","","30","","9","","","M","98.77","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 05:00","2012","12","03","05:00","6.0","","4.3","","89","","","","30","","7","","","M","98.85","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 06:00","2012","12","03","06:00","5.8","","4.3","","90","","","","31","","6","","","M","98.84","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 07:00","2012","12","03","07:00","5.6","","4.2","","91","","","","29","","4","","","M","98.95","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 08:00","2012","12","03","08:00","5.3","","4.1","","92","","","","","","0","","","M","99.01","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 09:00","2012","12","03","09:00","5.0","","4.1","","94","","","","","","0","","","M","99.09","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 10:00","2012","12","03","10:00","4.6","","3.9","","95","","","","11","","4","","","M","99.06","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 11:00","2012","12","03","11:00","4.5","","3.9","","96","","","","14","","6","","","M","99.08","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 12:00","2012","12","03","12:00","4.5","","3.9","","96","","","","11","","6","","","M","99.14","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 13:00","2012","12","03","13:00","4.9","","3.8","","93","","","","17","","4","","","M","99.17","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 14:00","2012","12","03","14:00","5.4","","3.9","","90","","","","17","","7","","","M","99.16","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 15:00","2012","12","03","15:00","5.9","","4.1","","88","","","","18","","13","","","M","99.20","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 16:00","2012","12","03","16:00","6.4","","3.6","","82","","","","18","","13","","","M","99.14","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 17:00","2012","12","03","17:00","7.1","","4.2","","82","","","","16","","11","","","M","99.08","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 18:00","2012","12","03","18:00","7.4","","4.9","","84","","","","17","","15","","","M","99.02","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 19:00","2012","12","03","19:00","8.0","","5.1","","82","","","","15","","15","","","M","98.95","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 20:00","2012","12","03","20:00","7.9","","4.8","","81","","","","16","","17","","","M","98.87","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 21:00","2012","12","03","21:00","7.9","","5.0","","82","","","","16","","15","","","M","98.90","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 22:00","2012","12","03","22:00","6.6","","4.5","","86","","","","14","","22","","","M","98.90","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-03 23:00","2012","12","03","23:00","6.3","","4.5","","88","","","","16","","13","","","M","98.88","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-04 00:00","2012","12","04","00:00","6.2","","4.6","","89","","","","18","","11","","","M","98.82","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-04 01:00","2012","12","04","01:00","6.3","","4.9","","91","","","","15","","17","","","M","98.77","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-04 02:00","2012","12","04","02:00","6.5","","5.1","","91","","","","15","","17","","","M","98.68","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-04 03:00","2012","12","04","03:00","6.7","","5.6","","93","","","","16","","17","","","M","98.62","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-04 04:00","2012","12","04","04:00","6.8","","5.9","","94","","","","16","","13","","","M","98.53","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2012-12-04 05:00","2012","12","04","05:00","7.3","","6.7","","96","","","","17","","7","","","M","98.49","","","","","","NA"
