"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 00:00","2014","01","01","00:00","-11.7","","-15.7","","72","","0.0","","24","","16","","","","98.96","","","","-19","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 01:00","2014","01","01","01:00","-11.7","","-15.6","","72","","0.2","","24","","16","","","","98.98","","","","-19","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 02:00","2014","01","01","02:00","-11.2","","-14.3","","77","","0.0","","24","","17","","","","98.98","","","","-19","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 03:00","2014","01","01","03:00","-11.0","","-13.5","","81","","0.0","","25","","11","","","","99.00","","","","-17","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 04:00","2014","01","01","04:00","-11.2","","-13.1","","86","","0.0","","25","","8","","","","99.06","","","","-16","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 05:00","2014","01","01","05:00","-11.0","","-13.7","","80","","0.0","","24","","15","","","","99.10","","","","-18","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 06:00","2014","01","01","06:00","-10.6","","-14.8","","71","","0.0","","26","","13","","","","99.16","","","","-17","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 07:00","2014","01","01","07:00","-11.3","","-15.0","","74","","0.0","","25","","14","","","","99.22","","","","-18","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 08:00","2014","01","01","08:00","-11.1","","-14.8","","74","","0.0","","26","","15","","","","99.25","","","","-18","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 09:00","2014","01","01","09:00","-11.3","","-15.3","","72","","0.0","","28","","15","","","","99.25","","","","-18","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 10:00","2014","01","01","10:00","-11.8","","-15.8","","72","","0.0","","24","","12","","","","99.27","","","","-18","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 11:00","2014","01","01","11:00","-12.0","","-15.2","","77","","0.0","","6","","7","","","","99.33","","","","-16","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 12:00","2014","01","01","12:00","-13.6","","-15.4","","86","","0.0","","8","","11","","","","99.45","","","","-20","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 13:00","2014","01","01","13:00","-14.3","","-16.7","","82","","0.0","","2","","10","","","","99.55","","","","-20","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 14:00","2014","01","01","14:00","-15.5","","-17.9","","82","","0.0","","2","","11","","","","99.73","","","","-22","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 15:00","2014","01","01","15:00","-15.8","","-20.6","","67","","0.0","","2","","12","","","","99.81","","","","-23","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 16:00","2014","01","01","16:00","-15.8","","-21.1","","64","","0.0","","1","","9","","","","99.86","","","","-22","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 17:00","2014","01","01","17:00","-15.5","","-20.9","","63","","0.0","","2","","8","","","","99.84","","","","-21","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 18:00","2014","01","01","18:00","-15.8","","-22.7","","56","","0.0","","34","","11","","","","99.79","","","","-23","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 19:00","2014","01","01","19:00","-15.7","","-22.5","","56","","0.0","","33","","9","","","","99.79","","","","-22","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-01-01 20:00","2014","01","01","20:00","-15.5","","-22.1","","57","","0.0","","33","","10","","","","99.77","","","","-22","","NA"
