"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.91","43.29","HAMILTON RBG CS","6153301","2013-08-01 00:00","2013","08","01","00:00","18.2","","17.0","","93","","","","","","0","","","","100.27","","","","","","NA"
"-79.91","43.29","HAMILTON RBG CS","6153301","2013-08-01 01:00","2013","08","01","01:00","17.7","","16.5","","93","","","","","","0","","","","100.24","","","","","","NA"
"-79.91","43.29","HAMILTON RBG CS","6153301","2013-08-01 02:00","2013","08","01","02:00","17.4","","16.4","","94","","","","4","","4","","","","100.18","","","","","","NA"
"-79.91","43.29","HAMILTON RBG CS","6153301","2013-08-01 03:00","2013","08","01","03:00","17.1","","15.9","","93","","","","","","0","","","","100.11","","","","","","NA"
"-79.91","43.29","HAMILTON RBG CS","6153301","2013-08-01 04:00","2013","08","01","04:00","17.0","","15.9","","93","","","","","","0","","","","100.03","","","","","","NA"
"-79.91","43.29","HAMILTON RBG CS","6153301","2013-08-01 05:00","2013","08","01","05:00","17.2","","16.1","","93","","","","8","","6","","","","99.96","","","","","","NA"
"-79.91","43.29","HAMILTON RBG CS","6153301","2013-08-01 06:00","2013","08","01","06:00","17.2","","16.1","","93","","","","8","","7","","","","99.86","","","","","","NA"
"-79.91","43.29","HAMILTON RBG CS","6153301","2013-08-01 07:00","2013","08","01","07:00","16.9","","16.0","","94","","","","6","","7","","","","99.76","","","","","","NA"
"-79.91","43.29","HAMILTON RBG CS","6153301","2013-08-01 08:00","2013","08","01","08:00","16.7","","15.9","","95","","","","1","","6","","","","99.71","","","","","","NA"
"-79.91","43.29","HAMILTON RBG CS","6153301","2013-08-01 09:00","2013","08","01","09:00","16.8","","16.1","","96","","","","36","","4","","","","99.62","","","","","","NA"
"-79.91","43.29","HAMILTON RBG CS","6153301","2013-08-01 10:00","2013","08","01","10:00","17.1","","16.4","","96","","","","","","0","","","","99.61","","","","","","NA"
"-79.91","43.29","HAMILTON RBG CS","6153301","2013-08-01 11:00","2013","08","01","11:00","17.0","","16.2","","95","","","","","","0","","","","99.61","","","","","","NA"
"-79.91","43.29","HAMILTON RBG CS","6153301","2013-08-01 12:00","2013","08","01","12:00","17.7","","16.9","","95","","","","31","","6","","","","99.61","","","","","","NA"
"-79.91","43.29","HAMILTON RBG CS","6153301","2013-08-01 13:00","2013","08","01","13:00","20.1","","17.3","","84","","","","30","","9","","","","99.66","","26","","","","NA"
"-79.91","43.29","HAMILTON RBG CS","6153301","2013-08-01 14:00","2013","08","01","14:00","20.9","","17.0","","78","","","","30","","9","","","","99.69","","26","","","","NA"
"-79.91","43.29","HAMILTON RBG CS","6153301","2013-08-01 15:00","2013","08","01","15:00","22.0","","16.6","","71","","","","29","","11","","","","99.72","","27","","","","NA"
"-79.91","43.29","HAMILTON RBG CS","6153301","2013-08-01 16:00","2013","08","01","16:00","23.6","","17.1","","67","","","","30","","9","","","","99.77","","29","","","","NA"
