"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 00:00","2018","12","01","00:00","-2.1","","-3.0","","94","","0.0","","35","","3","","","","97.32","","","","-3","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 01:00","2018","12","01","01:00","-1.4","","-2.4","","93","","0.0","","32","","5","","","","97.43","","","","-3","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 02:00","2018","12","01","02:00","-1.8","","-2.6","","94","","0.0","","","","0","","","","97.44","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 03:00","2018","12","01","03:00","-1.8","","-2.5","","95","","0.0","","","","0","","","","97.50","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 04:00","2018","12","01","04:00","-1.6","","-2.3","","95","","0.0","","16","","6","","","","97.51","","","","-4","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 05:00","2018","12","01","05:00","-1.5","","-2.1","","95","","0.0","","","","0","","","","97.51","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 06:00","2018","12","01","06:00","-1.2","","-2.1","","94","","0.0","","13","","5","","","","97.50","","","","-3","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 07:00","2018","12","01","07:00","-1.3","","-2.0","","94","","0.0","","13","","7","","","","97.49","","","","-4","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 08:00","2018","12","01","08:00","-1.2","","-2.0","","94","","0.0","","18","","8","","","","97.59","","","","-4","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 09:00","2018","12","01","09:00","-1.1","","-1.9","","94","","0.0","","16","","11","","","","97.58","","","","-5","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 10:00","2018","12","01","10:00","-1.3","","-2.2","","94","","0.0","","13","","6","","","","97.53","","","","-4","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 11:00","2018","12","01","11:00","-1.4","","-2.3","","94","","0.0","","12","","4","","","","97.54","","","","-3","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 12:00","2018","12","01","12:00","-1.4","","-2.2","","94","","0.0","","12","","5","","","","97.52","","","","-3","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 13:00","2018","12","01","13:00","-0.9","","-2.5","","89","","0.0","","12","","11","","","","97.48","","","","-5","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 14:00","2018","12","01","14:00","-1.0","","-2.4","","90","","0.0","","12","","10","","","","97.42","","","","-5","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 15:00","2018","12","01","15:00","-0.4","","-1.8","","90","","0.0","","10","","14","","","","97.36","","","","-5","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 16:00","2018","12","01","16:00","0.0","","-1.1","","92","","0.0","","12","","14","","","","97.37","","","","-4","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 17:00","2018","12","01","17:00","0.7","","-0.7","","91","","0.0","","11","","18","","","","97.28","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 18:00","2018","12","01","18:00","0.9","","-0.9","","87","","0.0","","10","","24","","","","97.11","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 19:00","2018","12","01","19:00","0.8","","-0.7","","90","","0.0","","10","","26","","","","96.97","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 20:00","2018","12","01","20:00","0.6","","-0.8","","90","","0.0","","9","","28","","","","96.83","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 21:00","2018","12","01","21:00","0.5","","-0.7","","92","","0.0","","10","","29","","","","96.82","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 22:00","2018","12","01","22:00","0.6","","-0.3","","93","","0.0","","10","","30","","","","96.84","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-01 23:00","2018","12","01","23:00","0.5","","-0.2","","95","","2.1","","7","","30","","","","96.72","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 00:00","2018","12","02","00:00","0.7","","0.1","","96","","1.1","","9","","29","","","","96.62","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 01:00","2018","12","02","01:00","0.6","","0.2","","97","","0.0","","10","","32","","","","96.50","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 02:00","2018","12","02","02:00","0.7","","0.3","","97","","0.0","","10","","35","","","","96.32","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 03:00","2018","12","02","03:00","0.9","","0.6","","97","","0.7","","10","","28","","","","96.29","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 04:00","2018","12","02","04:00","1.1","","0.7","","97","","0.7","","10","","25","","","","96.28","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 05:00","2018","12","02","05:00","1.2","","0.8","","97","","0.0","","10","","30","","","","96.15","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 06:00","2018","12","02","06:00","1.3","","0.9","","97","","0.0","","10","","27","","","","96.01","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 07:00","2018","12","02","07:00","1.6","","1.2","","97","","0.0","","10","","26","","","","95.89","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 08:00","2018","12","02","08:00","1.8","","1.5","","97","","0.0","","10","","30","","","","95.77","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 09:00","2018","12","02","09:00","2.1","","1.7","","97","","2.1","","11","","20","","","","95.69","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 10:00","2018","12","02","10:00","2.9","","2.5","","97","","0.0","","11","","17","","","","95.60","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 11:00","2018","12","02","11:00","3.1","","2.7","","97","","1.4","","11","","14","","","","95.59","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 12:00","2018","12","02","12:00","3.0","","2.6","","97","","2.6","","11","","16","","","","95.50","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 13:00","2018","12","02","13:00","3.3","","2.9","","97","","0.0","","11","","9","","","","95.43","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 14:00","2018","12","02","14:00","3.6","","3.2","","97","","0.0","","12","","12","","","","95.41","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 15:00","2018","12","02","15:00","4.8","","4.3","","97","","0.0","","14","","10","","","","95.40","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 16:00","2018","12","02","16:00","5.8","","5.4","","97","","0.0","","18","","11","","","","95.38","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 17:00","2018","12","02","17:00","6.7","","6.3","","97","","0.0","","18","","11","","","","95.33","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 18:00","2018","12","02","18:00","8.3","","7.8","","97","","0.0","","20","","9","","","","95.28","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 19:00","2018","12","02","19:00","11.1","","10.6","","97","","0.0","","21","","14","","","","95.19","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 20:00","2018","12","02","20:00","11.9","","10.8","","93","","0.0","","20","","15","","","","95.16","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 21:00","2018","12","02","21:00","10.6","","8.3","","86","","0.0","","18","","15","","","","95.14","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 22:00","2018","12","02","22:00","8.9","","7.6","","92","","0.0","","16","","10","","","","95.13","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-02 23:00","2018","12","02","23:00","8.7","","7.3","","91","","0.0","","18","","11","","","","95.15","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-03 00:00","2018","12","03","00:00","9.4","","6.2","","80","","0.0","","21","","29","","","","95.19","","","","","","NA"
"-80.42","43.65","ELORA RCS","6142286","2018-12-03 01:00","2018","12","03","01:00","7.1","","5.8","","92","","0.8","","26","","8","","","","95.22","","","","","","NA"
