"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 00:00","2020","05","01","00:00","13.2","","8.7","","74","","0.0","","19","","6","","","","97.37","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 01:00","2020","05","01","01:00","11.4","","9.0","","86","","0.0","","35","","11","","","","97.43","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 02:00","2020","05","01","02:00","10.6","","8.8","","89","","0.2","","34","","6","","","","97.49","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 03:00","2020","05","01","03:00","10.3","","9.0","","91","","1.0","","32","","3","","","","97.48","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 04:00","2020","05","01","04:00","10.1","","8.7","","91","","0.0","","","","0","","","","97.51","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 05:00","2020","05","01","05:00","9.8","","8.6","","92","","0.0","","32","","4","","","","97.52","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 06:00","2020","05","01","06:00","9.0","","7.9","","93","","0.0","","31","","6","","","","97.52","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 07:00","2020","05","01","07:00","7.7","","6.6","","93","","0.0","","34","","14","","","","97.56","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 08:00","2020","05","01","08:00","6.7","","5.8","","94","","0.0","","33","","12","","","","97.59","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 09:00","2020","05","01","09:00","6.2","","5.3","","94","","0.0","","33","","9","","","","97.66","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 10:00","2020","05","01","10:00","6.0","","5.1","","94","","0.0","","33","","13","","","","97.74","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 11:00","2020","05","01","11:00","5.1","","4.2","","94","","0.2","","33","","18","","","","97.82","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 12:00","2020","05","01","12:00","4.7","","3.8","","94","","0.0","","33","","14","","","","97.92","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 13:00","2020","05","01","13:00","5.1","","4.2","","94","","0.0","","32","","18","","","","98.02","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 14:00","2020","05","01","14:00","4.8","","3.8","","93","","0.0","","32","","18","","","","98.06","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 15:00","2020","05","01","15:00","5.0","","3.5","","90","","0.0","","32","","18","","","","98.16","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 16:00","2020","05","01","16:00","6.3","","4.0","","86","","0.0","","33","","15","","","","98.21","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 17:00","2020","05","01","17:00","8.5","","5.2","","80","","0.0","","33","","19","","","","98.23","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 18:00","2020","05","01","18:00","9.4","","5.0","","74","","0.0","","33","","20","","","","98.26","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 19:00","2020","05","01","19:00","10.1","","4.2","","67","","0.0","","32","","15","","","","98.28","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 20:00","2020","05","01","20:00","10.9","","3.9","","62","","0.0","","34","","21","","","","98.26","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 21:00","2020","05","01","21:00","11.8","","2.5","","53","","0.0","","31","","17","","","","98.30","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 22:00","2020","05","01","22:00","12.4","","1.9","","49","","0.0","","34","","16","","","","98.28","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-01 23:00","2020","05","01","23:00","11.9","","0.1","","44","","0.0","","33","","16","","","","98.33","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 00:00","2020","05","02","00:00","10.5","","0.5","","50","","0.0","","33","","9","","","","98.40","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 01:00","2020","05","02","01:00","8.7","","0.5","","56","","0.0","","32","","6","","","","98.48","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 02:00","2020","05","02","02:00","7.3","","0.3","","61","","0.0","","35","","3","","","","98.51","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 03:00","2020","05","02","03:00","6.1","","0.7","","68","","0.0","","","","0","","","","98.52","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 04:00","2020","05","02","04:00","4.5","","0.4","","74","","0.0","","19","","6","","","","98.54","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 05:00","2020","05","02","05:00","5.2","","0.4","","71","","0.0","","18","","7","","","","98.55","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 06:00","2020","05","02","06:00","5.8","","1.1","","72","","0.0","","19","","9","","","","98.56","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 07:00","2020","05","02","07:00","5.5","","0.7","","71","","0.0","","19","","7","","","","98.53","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 08:00","2020","05","02","08:00","3.4","","-0.4","","76","","0.0","","18","","6","","","","98.55","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 09:00","2020","05","02","09:00","3.7","","-0.9","","72","","0.0","","19","","7","","","","98.55","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 10:00","2020","05","02","10:00","3.3","","-0.5","","76","","0.0","","17","","4","","","","98.55","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 11:00","2020","05","02","11:00","4.9","","0.0","","71","","0.0","","17","","5","","","","98.56","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 12:00","2020","05","02","12:00","9.7","","1.8","","58","","0.0","","20","","4","","","","98.57","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 13:00","2020","05","02","13:00","11.5","","2.2","","53","","0.0","","17","","3","","","","98.55","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 14:00","2020","05","02","14:00","14.4","","2.0","","43","","0.0","","","","0","","","","98.49","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 15:00","2020","05","02","15:00","15.1","","2.6","","43","","0.0","","18","","7","","","","98.45","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 16:00","2020","05","02","16:00","15.1","","1.8","","41","","0.0","","21","","13","","","","98.41","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 17:00","2020","05","02","17:00","15.9","","0.4","","35","","0.0","","19","","19","","","","98.30","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 18:00","2020","05","02","18:00","15.2","","0.9","","38","","0.0","","19","","18","","","","98.22","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 19:00","2020","05","02","19:00","13.9","","-0.1","","38","","0.0","","19","","16","","","","98.23","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 20:00","2020","05","02","20:00","12.8","","3.4","","53","","0.0","","14","","15","","","","98.03","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 21:00","2020","05","02","21:00","11.1","","5.6","","69","","0.5","","12","","17","","","","97.93","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 22:00","2020","05","02","22:00","12.4","","4.7","","59","","0.0","","14","","20","","","","97.84","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-02 23:00","2020","05","02","23:00","13.0","","5.3","","60","","0.0","","16","","13","","","","97.78","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 00:00","2020","05","03","00:00","12.5","","5.5","","62","","0.0","","16","","16","","","","97.68","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 01:00","2020","05","03","01:00","11.8","","5.7","","66","","0.0","","16","","14","","","","97.68","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 02:00","2020","05","03","02:00","11.5","","5.3","","66","","0.0","","18","","16","","","","97.63","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 03:00","2020","05","03","03:00","9.9","","5.5","","74","","0.0","","21","","12","","","","97.63","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 04:00","2020","05","03","04:00","9.4","","5.1","","75","","0.0","","24","","6","","","","97.66","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 05:00","2020","05","03","05:00","10.1","","6.6","","78","","0.0","","33","","11","","","","97.71","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 06:00","2020","05","03","06:00","9.4","","5.5","","77","","0.0","","33","","10","","","","97.69","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 07:00","2020","05","03","07:00","8.0","","5.2","","82","","0.0","","23","","6","","","","97.62","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 08:00","2020","05","03","08:00","6.4","","4.1","","85","","0.0","","17","","4","","","","97.62","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 09:00","2020","05","03","09:00","6.9","","5.2","","89","","0.0","","19","","9","","","","97.67","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 10:00","2020","05","03","10:00","6.7","","4.0","","83","","0.0","","19","","10","","","","97.70","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 11:00","2020","05","03","11:00","6.9","","4.0","","82","","0.0","","19","","11","","","","97.74","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 12:00","2020","05","03","12:00","9.3","","5.6","","77","","0.0","","19","","9","","","","97.75","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 13:00","2020","05","03","13:00","13.1","","5.4","","59","","0.2","","34","","8","","","","97.80","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 14:00","2020","05","03","14:00","15.3","","5.8","","53","","0.0","","31","","13","","","","97.78","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 15:00","2020","05","03","15:00","15.6","","1.6","","39","","0.0","","33","","21","","","","97.80","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 16:00","2020","05","03","16:00","16.1","","2.1","","39","","0.0","","34","","20","","","","97.76","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 17:00","2020","05","03","17:00","16.9","","2.1","","37","","0.0","","32","","16","","","","97.71","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 18:00","2020","05","03","18:00","16.3","","1.8","","38","","0.0","","33","","24","","","","97.73","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 19:00","2020","05","03","19:00","15.6","","0.2","","35","","0.0","","33","","23","","","","97.74","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 20:00","2020","05","03","20:00","14.8","","0.7","","38","","0.0","","34","","21","","","","97.75","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 21:00","2020","05","03","21:00","14.7","","1.2","","40","","0.0","","34","","19","","","","97.75","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 22:00","2020","05","03","22:00","13.5","","1.3","","43","","0.0","","33","","22","","","","97.79","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-03 23:00","2020","05","03","23:00","12.4","","0.4","","44","","0.0","","33","","21","","","","97.80","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 00:00","2020","05","04","00:00","11.2","","0.9","","49","","0.0","","33","","16","","","","97.81","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 01:00","2020","05","04","01:00","10.3","","1.0","","52","","0.0","","33","","11","","","","97.86","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 02:00","2020","05","04","02:00","8.3","","0.7","","59","","0.0","","33","","6","","","","97.86","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 03:00","2020","05","04","03:00","6.9","","0.7","","65","","0.0","","35","","3","","","","97.85","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 04:00","2020","05","04","04:00","6.7","","1.2","","68","","0.0","","18","","3","","","","97.82","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 05:00","2020","05","04","05:00","6.9","","1.6","","69","","0.0","","33","","7","","","","97.86","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 06:00","2020","05","04","06:00","7.1","","1.5","","67","","0.0","","32","","8","","","","97.86","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 07:00","2020","05","04","07:00","6.5","","1.8","","72","","0.0","","32","","13","","","","97.89","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 08:00","2020","05","04","08:00","5.0","","1.9","","80","","0.0","","33","","18","","","","97.94","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 09:00","2020","05","04","09:00","4.3","","2.0","","85","","0.0","","32","","16","","","","97.99","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 10:00","2020","05","04","10:00","4.3","","1.9","","84","","0.0","","33","","13","","","","98.07","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 11:00","2020","05","04","11:00","4.2","","1.7","","84","","0.0","","34","","16","","","","98.18","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 12:00","2020","05","04","12:00","4.0","","0.7","","79","","0.0","","34","","17","","","","98.27","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 13:00","2020","05","04","13:00","4.2","","-0.5","","71","","0.0","","33","","23","","","","98.35","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 14:00","2020","05","04","14:00","4.1","","-0.9","","70","","0.0","","32","","21","","","","98.43","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 15:00","2020","05","04","15:00","3.8","","-1.5","","68","","0.0","","33","","25","","","","98.54","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 16:00","2020","05","04","16:00","5.0","","-1.0","","65","","0.0","","31","","19","","","","98.59","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 17:00","2020","05","04","17:00","4.8","","-1.8","","62","","0.0","","33","","21","","","","98.62","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 18:00","2020","05","04","18:00","4.5","","-1.4","","65","","0.0","","32","","26","","","","98.67","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 19:00","2020","05","04","19:00","4.9","","-2.8","","58","","0.0","","32","","21","","","","98.67","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 20:00","2020","05","04","20:00","5.3","","-4.4","","49","","0.0","","33","","24","","","","98.68","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 21:00","2020","05","04","21:00","5.0","","-5.8","","45","","0.0","","33","","29","","","","98.70","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 22:00","2020","05","04","22:00","4.3","","-7.7","","41","","0.0","","33","","25","","","","98.65","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-04 23:00","2020","05","04","23:00","4.4","","-6.6","","44","","0.0","","32","","14","","","","98.69","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-05 00:00","2020","05","05","00:00","3.8","","-7.7","","43","","0.0","","32","","10","","","","98.75","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-05 01:00","2020","05","05","01:00","2.5","","-8.0","","46","","0.0","","32","","10","","","","98.78","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-05 02:00","2020","05","05","02:00","1.0","","-7.8","","52","","0.0","","32","","7","","","","98.84","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-05 03:00","2020","05","05","03:00","0.5","","-7.0","","57","","0.0","","35","","9","","","","98.82","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-05 04:00","2020","05","05","04:00","0.3","","-5.6","","64","","0.0","","33","","8","","","","98.85","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2020-05-05 05:00","2020","05","05","05:00","-0.5","","-4.7","","73","","0.0","","35","","7","","","","98.88","","","","-3","","NA"
