"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 00:00","2014","09","01","00:00","19.4","","16.7","","85","","0.0","","35","","7","","","","98.41","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 01:00","2014","09","01","01:00","18.5","","16.4","","88","","0.0","","33","","5","","","","98.45","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 02:00","2014","09","01","02:00","17.3","","15.8","","91","","0.0","","36","","7","","","","98.45","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 03:00","2014","09","01","03:00","17.1","","15.4","","90","","0.0","","5","","3","","","","98.44","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 04:00","2014","09","01","04:00","15.9","","14.6","","92","","0.0","","20","","7","","","","98.43","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 05:00","2014","09","01","05:00","14.7","","13.7","","94","","0.0","","18","","5","","","","98.43","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 06:00","2014","09","01","06:00","14.8","","14.0","","95","","0.0","","13","","4","","","","98.44","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 07:00","2014","09","01","07:00","14.3","","13.5","","95","","0.0","","9","","4","","","","98.46","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 08:00","2014","09","01","08:00","14.6","","13.8","","95","","0.0","","11","","4","","","","98.45","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 09:00","2014","09","01","09:00","15.3","","14.5","","95","","0.2","","11","","4","","","","98.47","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 10:00","2014","09","01","10:00","16.0","","15.2","","95","","0.2","","12","","9","","","","98.44","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 11:00","2014","09","01","11:00","16.1","","15.2","","95","","0.2","","8","","5","","","","98.42","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 12:00","2014","09","01","12:00","18.1","","16.7","","92","","0.3","","14","","7","","","","98.41","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 13:00","2014","09","01","13:00","19.3","","17.6","","90","","0.4","","17","","9","","","","98.36","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 14:00","2014","09","01","14:00","19.7","","18.2","","91","","0.0","","16","","11","","","","98.36","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 15:00","2014","09","01","15:00","21.5","","19.5","","88","","0.0","","18","","13","","","","98.30","","29","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 16:00","2014","09","01","16:00","23.4","","20.8","","86","","0.0","","16","","12","","","","98.24","","32","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 17:00","2014","09","01","17:00","23.7","","20.5","","82","","0.0","","14","","15","","","","98.18","","32","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 18:00","2014","09","01","18:00","24.2","","20.4","","80","","0.0","","16","","13","","","","98.09","","32","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 19:00","2014","09","01","19:00","22.5","","21.0","","91","","14.6","","12","","4","","","","98.03","","31","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 20:00","2014","09","01","20:00","23.9","","21.6","","87","","0.9","","17","","11","","","","97.98","","33","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 21:00","2014","09","01","21:00","25.3","","21.2","","78","","0.0","","19","","16","","","","97.92","","34","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 22:00","2014","09","01","22:00","25.1","","20.1","","74","","0.0","","19","","17","","","","97.88","","33","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-01 23:00","2014","09","01","23:00","25.1","","19.9","","73","","0.0","","20","","14","","","","97.94","","33","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 00:00","2014","09","02","00:00","23.9","","18.9","","74","","0.0","","19","","16","","","","97.90","","31","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 01:00","2014","09","02","01:00","23.6","","19.2","","77","","0.0","","18","","14","","","","97.92","","31","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 02:00","2014","09","02","02:00","22.0","","19.8","","88","","0.8","","19","","10","","","","97.86","","29","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 03:00","2014","09","02","03:00","22.1","","19.9","","87","","0.2","","18","","14","","","","97.82","","30","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 04:00","2014","09","02","04:00","22.0","","19.9","","88","","0.0","","18","","9","","","","97.82","","29","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 05:00","2014","09","02","05:00","21.2","","19.4","","90","","0.0","","22","","10","","","","97.82","","28","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 06:00","2014","09","02","06:00","20.8","","18.8","","88","","0.0","","25","","8","","","","97.84","","27","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 07:00","2014","09","02","07:00","20.0","","18.3","","90","","0.0","","24","","9","","","","97.87","","26","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 08:00","2014","09","02","08:00","19.4","","18.1","","92","","0.0","","21","","9","","","","97.90","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 09:00","2014","09","02","09:00","19.6","","18.3","","92","","0.0","","21","","8","","","","97.91","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 10:00","2014","09","02","10:00","19.8","","18.2","","91","","0.0","","21","","7","","","","97.95","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 11:00","2014","09","02","11:00","19.9","","18.1","","89","","0.0","","19","","5","","","","98.00","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 12:00","2014","09","02","12:00","21.1","","18.9","","87","","0.0","","23","","4","","","","98.03","","28","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 13:00","2014","09","02","13:00","21.4","","18.4","","83","","0.2","","28","","6","","","","98.01","","28","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 14:00","2014","09","02","14:00","21.5","","18.2","","82","","0.2","","25","","8","","","","98.03","","28","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 15:00","2014","09","02","15:00","22.1","","18.3","","80","","0.0","","26","","6","","","","98.08","","28","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 16:00","2014","09","02","16:00","21.5","","18.8","","85","","0.0","","7","","3","","","","97.98","","28","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 17:00","2014","09","02","17:00","20.3","","18.6","","90","","0.6","","6","","4","","","","97.96","","27","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 18:00","2014","09","02","18:00","19.6","","18.4","","93","","10.9","","3","","6","","","","97.92","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 19:00","2014","09","02","19:00","19.9","","18.5","","92","","0.6","","12","","4","","","","97.90","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 20:00","2014","09","02","20:00","20.2","","18.6","","91","","0.0","","13","","4","","","","97.88","","27","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 21:00","2014","09","02","21:00","20.1","","18.5","","90","","0.2","","","","0","","","","97.94","","26","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 22:00","2014","09","02","22:00","20.0","","18.6","","91","","0.0","","26","","4","","","","98.01","","26","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-02 23:00","2014","09","02","23:00","19.4","","17.5","","89","","0.0","","30","","5","","","","98.04","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-03 00:00","2014","09","03","00:00","18.3","","16.4","","89","","0.0","","32","","7","","","","98.07","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-03 01:00","2014","09","03","01:00","17.5","","15.8","","90","","0.0","","27","","5","","","","98.12","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-03 02:00","2014","09","03","02:00","16.9","","15.0","","88","","0.0","","24","","7","","","","98.17","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-03 03:00","2014","09","03","03:00","15.8","","13.8","","88","","0.0","","25","","5","","","","98.18","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-03 04:00","2014","09","03","04:00","14.9","","13.4","","91","","0.0","","","","0","","","","98.25","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-03 05:00","2014","09","03","05:00","15.2","","13.3","","88","","0.0","","24","","7","","","","98.33","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-03 06:00","2014","09","03","06:00","15.8","","13.4","","85","","0.2","","24","","10","","","","98.34","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-03 07:00","2014","09","03","07:00","15.2","","13.4","","89","","0.7","","25","","9","","","","98.38","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-03 08:00","2014","09","03","08:00","14.7","","12.9","","89","","0.0","","24","","6","","","","98.41","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-03 09:00","2014","09","03","09:00","14.3","","12.9","","91","","0.0","","24","","5","","","","98.45","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-03 10:00","2014","09","03","10:00","13.8","","12.4","","91","","0.0","","30","","3","","","","98.48","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-03 11:00","2014","09","03","11:00","13.1","","12.1","","94","","0.0","","19","","9","","","","98.55","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-03 12:00","2014","09","03","12:00","15.4","","13.3","","87","","0.2","","35","","5","","","","98.58","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2014-09-03 13:00","2014","09","03","13:00","17.4","","13.6","","79","","0.2","","35","","9","","","","98.61","","","","","","NA"
