"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.78","44.23","EGBERT CS","611E001","2013-02-01 00:00","2013","02","01","00:00","-7.6","","-12.2","","70","","","","27","","19","","","M","97.15","","","","-15","","NA"
"-79.78","44.23","EGBERT CS","611E001","2013-02-01 01:00","2013","02","01","01:00","-7.7","","-12.3","","70","","","","27","","11","","","M","97.21","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2013-02-01 02:00","2013","02","01","02:00","-8.0","","-10.2","","84","","","","30","","11","","","M","97.27","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2013-02-01 03:00","2013","02","01","03:00","-8.2","","-11.6","","76","","","","28","","13","","","M","97.33","","","","-14","","NA"
"-79.78","44.23","EGBERT CS","611E001","2013-02-01 04:00","2013","02","01","04:00","-8.6","","-11.8","","78","","","","28","","13","","","M","97.38","","","","-15","","NA"
"-79.78","44.23","EGBERT CS","611E001","2013-02-01 05:00","2013","02","01","05:00","-9.5","","-10.9","","90","","","","34","","13","","","M","97.44","","","","-16","","NA"
"-79.78","44.23","EGBERT CS","611E001","2013-02-01 06:00","2013","02","01","06:00","-11.8","","-13.6","","86","","","","35","","13","","","M","97.52","","","","-18","","NA"
"-79.78","44.23","EGBERT CS","611E001","2013-02-01 07:00","2013","02","01","07:00","-12.4","","-14.4","","85","","","","35","","11","","","M","97.59","","","","-18","","NA"
"-79.78","44.23","EGBERT CS","611E001","2013-02-01 08:00","2013","02","01","08:00","-13.0","","-14.9","","86","","","","36","","7","","","M","97.66","","","","-18","","NA"
"-79.78","44.23","EGBERT CS","611E001","2013-02-01 09:00","2013","02","01","09:00","-13.3","","-15.2","","86","","","","32","","7","","","M","97.70","","","","-18","","NA"
