"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 00:00","2023","02","01","00:00","-11.2","","-16.8","","63","","0.0","","19","","7","","","","99.34","","","","-15","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 01:00","2023","02","01","01:00","-12.0","","-16.6","","68","","0.0","","20","","7","","","","99.32","","","","-16","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 02:00","2023","02","01","02:00","-12.9","","-16.4","","75","","0.0","","20","","9","","","","99.35","","","","-18","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 03:00","2023","02","01","03:00","-14.1","","-16.9","","79","","0.0","","21","","9","","","","99.36","","","","-20","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 04:00","2023","02","01","04:00","-15.3","","-17.3","","84","","0.0","","18","","7","","","","99.36","","","","-20","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 05:00","2023","02","01","05:00","-16.8","","-18.2","","89","","0.0","","15","","6","","","","99.31","","","","-21","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 06:00","2023","02","01","06:00","-15.5","","-17.3","","86","","0.0","","20","","9","","","","99.28","","","","-21","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 07:00","2023","02","01","07:00","-15.9","","-18.0","","84","","0.0","","18","","11","","","","99.20","","","","-23","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 08:00","2023","02","01","08:00","-15.7","","-18.4","","79","","0.0","","20","","15","","","","99.20","","","","-24","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 09:00","2023","02","01","09:00","-14.1","","-16.8","","80","","0.0","","21","","16","","","","99.12","","","","-22","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 10:00","2023","02","01","10:00","-14.8","","-17.4","","81","","0.0","","21","","15","","","","99.19","","","","-23","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 11:00","2023","02","01","11:00","-12.2","","-15.2","","78","","0.0","","22","","17","","","","99.20","","","","-20","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 12:00","2023","02","01","12:00","-11.9","","-15.0","","78","","0.0","","21","","11","","","","99.18","","","","-18","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 13:00","2023","02","01","13:00","-11.5","","-14.8","","76","","0.0","","20","","9","","","","99.22","","","","-17","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 14:00","2023","02","01","14:00","-11.1","","-14.5","","76","","0.0","","20","","12","","","","99.24","","","","-17","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 15:00","2023","02","01","15:00","-9.4","","-13.4","","72","","0.0","","22","","15","","","","99.25","","","","-16","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 16:00","2023","02","01","16:00","-7.9","","-13.2","","65","","0.0","","23","","19","","","","99.25","","","","-15","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 17:00","2023","02","01","17:00","-6.2","","-13.0","","58","","0.0","","26","","18","","","","99.22","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 18:00","2023","02","01","18:00","-6.1","","-12.9","","58","","0.0","","26","","23","","","","99.16","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 19:00","2023","02","01","19:00","-6.0","","-11.9","","63","","0.0","","25","","18","","","","99.12","","","","-12","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 20:00","2023","02","01","20:00","-5.5","","-11.8","","61","","0.0","","25","","18","","","","99.12","","","","-12","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 21:00","2023","02","01","21:00","-5.0","","-12.2","","57","","0.0","","24","","18","","","","99.14","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 22:00","2023","02","01","22:00","-6.3","","-12.6","","61","","0.0","","23","","13","","","","99.10","","","","-12","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-01 23:00","2023","02","01","23:00","-7.4","","-11.9","","70","","0.0","","21","","17","","","","99.12","","","","-14","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-02 00:00","2023","02","02","00:00","-8.2","","-12.6","","70","","0.0","","22","","17","","","","99.15","","","","-15","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-02 01:00","2023","02","02","01:00","-8.2","","-12.4","","72","","0.0","","22","","14","","","","99.12","","","","-14","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-02 02:00","2023","02","02","02:00","-7.7","","-11.7","","73","","0.0","","21","","13","","","","99.09","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-02 03:00","2023","02","02","03:00","-7.7","","-11.4","","74","","0.0","","21","","13","","","","99.05","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2023-02-02 04:00","2023","02","02","04:00","-7.4","","-11.0","","75","","0.0","","22","","12","","","","99.02","","","","-13","","NA"
